"","taxon_id","pro_id","pro_id_representative","sample","library","in_phages","n","GPD_VC"
"272","ivig_3353","ivig_3353_163","ivig_3353_163","S3.0144.01X194","dolphyn",1,1,"4"
"273","ivig_3353","ivig_3353_164","ivig_3353_164","S3.0144.01X194","dolphyn",1,1,"4"
"274","ivig_3353","ivig_3353_165","ivig_3353_165","S3.0144.01X194","dolphyn",1,1,"4"
"275","ivig_3353","ivig_3353_18","ivig_896_151","S3.0144.01X194","dolphyn",1,1,"4"
"276","ivig_3353","ivig_3353_22","ivig_601_12","S3.0144.01X194","pepsyn",1,1,"4"
"277","ivig_3353","ivig_3353_24","ivig_2749_7","S3.0144.01X194","dolphyn",1,1,"4"
"278","ivig_3353","ivig_3353_34","ivig_896_134","S3.0144.01X194","dolphyn",1,1,"4"
"279","ivig_3353","ivig_3353_36","ivig_601_29","S3.0144.01X194","dolphyn",1,1,"4"
"280","ivig_3353","ivig_3353_47","ivig_601_41","S3.0144.01X194","dolphyn",1,1,"4"
"281","ivig_3353","ivig_3353_54","ivig_601_48","S3.0144.01X194","dolphyn",1,1,"4"
"282","ivig_3353","ivig_3353_65","ivig_601_59","S3.0144.01X194","dolphyn",1,1,"4"
"283","ivig_3353","ivig_3353_68","ivig_896_94","S3.0144.01X194","dolphyn",1,1,"4"
"284","ivig_3353","ivig_3353_72","ivig_601_66","S3.0144.01X194","dolphyn",1,1,"4"
"285","ivig_3353","ivig_3353_75","ivig_601_69","S3.0144.01X194","dolphyn",1,1,"4"
"286","ivig_3353","ivig_3353_83","ivig_601_77","S3.0144.01X194","dolphyn",1,1,"4"
"287","ivig_3353","ivig_3353_85","ivig_601_79","S3.0144.01X194","dolphyn",1,1,"4"
"288","ivig_3353","ivig_3353_87","ivig_601_81","S3.0144.01X194","dolphyn",1,1,"4"
"289","ivig_3353","ivig_3353_91","ivig_3353_91","S3.0144.01X194","dolphyn",1,1,"4"
"290","ivig_3353","ivig_3353_92","ivig_3353_92","S3.0144.01X194","pepsyn",1,1,"4"
"291","ivig_3353","ivig_3353_95","ivig_2749_73","S3.0144.01X194","dolphyn",1,1,"4"
"292","ivig_3353","ivig_3353_99","ivig_601_91","S3.0144.01X194","dolphyn",1,1,"4"
"293","uvig_315082","uvig_315082_12","uvig_315082_12","S3.0144.01X194","pepsyn",1,36,NA
"294","uvig_315082","uvig_315082_15","uvig_315082_15","S3.0144.01X194","pepsyn",1,24,NA
"295","uvig_315082","uvig_315082_19","uvig_315082_19","S3.0144.01X194","pepsyn",1,24,NA
"296","uvig_315082","uvig_315082_46","uvig_315082_46","S3.0144.01X194","pepsyn",1,24,NA
"297","uvig_315082","uvig_315082_86","uvig_315082_86","S3.0144.01X194","pepsyn",1,22,NA
"298","uvig_315082","uvig_315082_1","uvig_315082_1","S3.0144.01X194","pepsyn",1,20,NA
"299","uvig_315082","uvig_315082_40","uvig_315082_40","S3.0144.01X194","pepsyn",1,16,NA
"300","uvig_315082","uvig_315082_7","uvig_315082_7","S3.0144.01X194","pepsyn",1,16,NA
"301","uvig_315082","uvig_315082_91","uvig_315082_91","S3.0144.01X194","pepsyn",1,16,NA
"302","uvig_315082","uvig_315082_13","uvig_315082_13","S3.0144.01X194","pepsyn",1,14,NA
"303","uvig_315082","uvig_315082_21","uvig_315082_21","S3.0144.01X194","pepsyn",1,14,NA
"304","uvig_315082","uvig_315082_28","uvig_315082_28","S3.0144.01X194","pepsyn",1,14,NA
"305","uvig_315082","uvig_315082_36","uvig_315082_36","S3.0144.01X194","pepsyn",1,14,NA
"306","uvig_315082","uvig_315082_18","uvig_315082_18","S3.0144.01X194","pepsyn",1,12,NA
"307","uvig_315082","uvig_315082_33","uvig_315082_33","S3.0144.01X194","pepsyn",1,12,NA
"308","uvig_315082","uvig_315082_48","uvig_315082_48","S3.0144.01X194","pepsyn",1,12,NA
"309","uvig_315082","uvig_315082_6","uvig_315082_6","S3.0144.01X194","pepsyn",1,12,NA
"310","uvig_315082","uvig_315082_89","uvig_315082_89","S3.0144.01X194","pepsyn",1,12,NA
"311","uvig_315082","uvig_315082_59","uvig_315082_59","S3.0144.01X194","pepsyn",2,10,NA
"312","uvig_315082","uvig_315082_20","uvig_315082_20","S3.0144.01X194","pepsyn",1,10,NA
"313","uvig_315082","uvig_315082_39","uvig_315082_39","S3.0144.01X194","pepsyn",1,10,NA
"314","uvig_315082","uvig_315082_45","uvig_315082_45","S3.0144.01X194","pepsyn",1,10,NA
"315","uvig_315082","uvig_315082_70","uvig_315082_70","S3.0144.01X194","pepsyn",1,10,NA
"316","uvig_315082","uvig_315082_12","uvig_315082_12","S3.0144.01X194","dolphyn",1,9,NA
"317","uvig_315082","uvig_315082_31","uvig_315082_31","S3.0144.01X194","pepsyn",1,8,NA
"318","uvig_315082","uvig_315082_47","uvig_315082_47","S3.0144.01X194","pepsyn",1,8,NA
"319","uvig_315082","uvig_315082_5","uvig_315082_5","S3.0144.01X194","pepsyn",1,8,NA
"320","uvig_315082","uvig_315082_58","uvig_315082_58","S3.0144.01X194","pepsyn",1,8,NA
"321","uvig_315082","uvig_315082_8","uvig_315082_8","S3.0144.01X194","pepsyn",1,8,NA
"322","uvig_315082","uvig_315082_88","uvig_315082_88","S3.0144.01X194","pepsyn",1,8,NA
"323","uvig_315082","uvig_315082_19","uvig_315082_19","S3.0144.01X194","dolphyn",1,7,NA
"324","uvig_315082","uvig_315082_46","uvig_315082_46","S3.0144.01X194","dolphyn",1,7,NA
"325","uvig_315082","uvig_315082_67","uvig_395437_59","S3.0144.01X194","pepsyn",1,7,NA
"326","uvig_315082","uvig_315082_1","uvig_315082_1","S3.0144.01X194","dolphyn",1,6,NA
"327","uvig_315082","uvig_315082_14","uvig_315082_14","S3.0144.01X194","pepsyn",1,6,NA
"328","uvig_315082","uvig_315082_16","uvig_315082_16","S3.0144.01X194","pepsyn",1,6,NA
"329","uvig_315082","uvig_315082_2","uvig_315082_2","S3.0144.01X194","pepsyn",1,6,NA
"330","uvig_315082","uvig_315082_24","uvig_315082_24","S3.0144.01X194","pepsyn",1,6,NA
"331","uvig_315082","uvig_315082_50","uvig_315082_50","S3.0144.01X194","pepsyn",1,6,NA
"332","uvig_315082","uvig_315082_52","uvig_315082_52","S3.0144.01X194","pepsyn",1,6,NA
"333","uvig_315082","uvig_315082_55","uvig_315082_55","S3.0144.01X194","pepsyn",1,6,NA
"334","uvig_315082","uvig_315082_61","uvig_315082_61","S3.0144.01X194","pepsyn",1,6,NA
"335","uvig_315082","uvig_315082_80","uvig_356750_51","S3.0144.01X194","pepsyn",1,6,NA
"336","uvig_315082","uvig_315082_82","uvig_315082_82","S3.0144.01X194","pepsyn",1,6,NA
"337","uvig_315082","uvig_315082_86","uvig_315082_86","S3.0144.01X194","dolphyn",1,6,NA
"338","uvig_315082","uvig_315082_9","uvig_315082_9","S3.0144.01X194","pepsyn",1,6,NA
"339","uvig_315082","uvig_315082_15","uvig_315082_15","S3.0144.01X194","dolphyn",1,5,NA
"340","uvig_315082","uvig_315082_62","uvig_315082_62","S3.0144.01X194","pepsyn",1,5,NA
"341","uvig_315082","uvig_315082_27","uvig_315082_27","S3.0144.01X194","pepsyn",2,4,NA
"342","uvig_315082","uvig_315082_10","uvig_315082_10","S3.0144.01X194","pepsyn",1,4,NA
"343","uvig_315082","uvig_315082_11","uvig_315082_11","S3.0144.01X194","pepsyn",1,4,NA
"344","uvig_315082","uvig_315082_22","uvig_315082_22","S3.0144.01X194","pepsyn",1,4,NA
"345","uvig_315082","uvig_315082_23","uvig_315082_23","S3.0144.01X194","pepsyn",1,4,NA
"346","uvig_315082","uvig_315082_26","uvig_356526_25","S3.0144.01X194","pepsyn",1,4,NA
"347","uvig_315082","uvig_315082_4","uvig_315082_4","S3.0144.01X194","pepsyn",1,4,NA
"348","uvig_315082","uvig_315082_40","uvig_315082_40","S3.0144.01X194","dolphyn",1,4,NA
"349","uvig_315082","uvig_315082_49","uvig_315082_49","S3.0144.01X194","pepsyn",1,4,NA
"350","uvig_315082","uvig_315082_51","uvig_315082_51","S3.0144.01X194","pepsyn",1,4,NA
"351","uvig_315082","uvig_315082_53","uvig_315082_53","S3.0144.01X194","pepsyn",1,4,NA
"352","uvig_315082","uvig_315082_56","uvig_315082_56","S3.0144.01X194","pepsyn",1,4,NA
"353","uvig_315082","uvig_315082_60","uvig_315082_60","S3.0144.01X194","pepsyn",1,4,NA
"354","uvig_315082","uvig_315082_63","uvig_315082_63","S3.0144.01X194","pepsyn",1,4,NA
"355","uvig_315082","uvig_315082_64","uvig_315082_64","S3.0144.01X194","pepsyn",1,4,NA
"356","uvig_315082","uvig_315082_66","uvig_315082_66","S3.0144.01X194","pepsyn",1,4,NA
"357","uvig_315082","uvig_315082_7","uvig_315082_7","S3.0144.01X194","dolphyn",1,4,NA
"358","uvig_315082","uvig_315082_75","uvig_315082_75","S3.0144.01X194","pepsyn",1,4,NA
"359","uvig_315082","uvig_315082_77","uvig_315082_77","S3.0144.01X194","pepsyn",1,4,NA
"360","uvig_315082","uvig_315082_84","uvig_315082_84","S3.0144.01X194","pepsyn",1,4,NA
"361","uvig_315082","uvig_315082_87","uvig_315082_87","S3.0144.01X194","pepsyn",1,4,NA
"362","uvig_315082","uvig_315082_91","uvig_315082_91","S3.0144.01X194","dolphyn",1,4,NA
"363","uvig_315082","uvig_315082_18","uvig_315082_18","S3.0144.01X194","dolphyn",1,3,NA
"364","uvig_315082","uvig_315082_20","uvig_315082_20","S3.0144.01X194","dolphyn",1,3,NA
"365","uvig_315082","uvig_315082_21","uvig_315082_21","S3.0144.01X194","dolphyn",1,3,NA
"366","uvig_315082","uvig_315082_36","uvig_315082_36","S3.0144.01X194","dolphyn",1,3,NA
"367","uvig_315082","uvig_315082_45","uvig_315082_45","S3.0144.01X194","dolphyn",1,3,NA
"368","uvig_315082","uvig_315082_71","uvig_315082_71","S3.0144.01X194","pepsyn",1,3,NA
"369","uvig_315082","uvig_315082_89","uvig_315082_89","S3.0144.01X194","dolphyn",1,3,NA
"370","uvig_315082","uvig_315082_59","uvig_315082_59","S3.0144.01X194","dolphyn",2,2,NA
"371","uvig_315082","uvig_315082_81","uvig_315082_81","S3.0144.01X194","pepsyn",2,2,NA
"372","uvig_315082","uvig_315082_13","uvig_315082_13","S3.0144.01X194","dolphyn",1,2,NA
"373","uvig_315082","uvig_315082_14","uvig_315082_14","S3.0144.01X194","dolphyn",1,2,NA
"374","uvig_315082","uvig_315082_16","uvig_315082_16","S3.0144.01X194","dolphyn",1,2,NA
"375","uvig_315082","uvig_315082_17","uvig_315082_17","S3.0144.01X194","pepsyn",1,2,NA
"376","uvig_315082","uvig_315082_25","uvig_315082_25","S3.0144.01X194","pepsyn",1,2,NA
"377","uvig_315082","uvig_315082_28","uvig_315082_28","S3.0144.01X194","dolphyn",1,2,NA
"378","uvig_315082","uvig_315082_29","uvig_315082_29","S3.0144.01X194","pepsyn",1,2,NA
"379","uvig_315082","uvig_315082_3","uvig_315082_72","S3.0144.01X194","pepsyn",1,2,NA
"380","uvig_315082","uvig_315082_30","uvig_315082_30","S3.0144.01X194","pepsyn",1,2,NA
"381","uvig_315082","uvig_315082_31","uvig_315082_31","S3.0144.01X194","dolphyn",1,2,NA
"382","uvig_315082","uvig_315082_32","uvig_315082_32","S3.0144.01X194","pepsyn",1,2,NA
"383","uvig_315082","uvig_315082_33","uvig_315082_33","S3.0144.01X194","dolphyn",1,2,NA
"384","uvig_315082","uvig_315082_35","uvig_315082_35","S3.0144.01X194","pepsyn",1,2,NA
"385","uvig_315082","uvig_315082_39","uvig_315082_39","S3.0144.01X194","dolphyn",1,2,NA
"386","uvig_315082","uvig_315082_41","uvig_315082_41","S3.0144.01X194","pepsyn",1,2,NA
"387","uvig_315082","uvig_315082_42","uvig_315082_42","S3.0144.01X194","pepsyn",1,2,NA
"388","uvig_315082","uvig_315082_43","uvig_315082_43","S3.0144.01X194","pepsyn",1,2,NA
"389","uvig_315082","uvig_315082_44","uvig_315082_44","S3.0144.01X194","pepsyn",1,2,NA
"390","uvig_315082","uvig_315082_48","uvig_315082_48","S3.0144.01X194","dolphyn",1,2,NA
"391","uvig_315082","uvig_315082_5","uvig_315082_5","S3.0144.01X194","dolphyn",1,2,NA
"392","uvig_315082","uvig_315082_50","uvig_315082_50","S3.0144.01X194","dolphyn",1,2,NA
"393","uvig_315082","uvig_315082_54","uvig_315082_54","S3.0144.01X194","pepsyn",1,2,NA
"394","uvig_315082","uvig_315082_55","uvig_315082_55","S3.0144.01X194","dolphyn",1,2,NA
"395","uvig_315082","uvig_315082_57","uvig_315082_57","S3.0144.01X194","pepsyn",1,2,NA
"396","uvig_315082","uvig_315082_58","uvig_315082_58","S3.0144.01X194","dolphyn",1,2,NA
"397","uvig_315082","uvig_315082_6","uvig_315082_6","S3.0144.01X194","dolphyn",1,2,NA
"398","uvig_315082","uvig_315082_63","uvig_315082_63","S3.0144.01X194","dolphyn",1,2,NA
"399","uvig_315082","uvig_315082_65","uvig_315082_65","S3.0144.01X194","pepsyn",1,2,NA
"400","uvig_315082","uvig_315082_68","uvig_315082_68","S3.0144.01X194","pepsyn",1,2,NA
"401","uvig_315082","uvig_315082_69","uvig_315082_69","S3.0144.01X194","pepsyn",1,2,NA
"402","uvig_315082","uvig_315082_70","uvig_315082_70","S3.0144.01X194","dolphyn",1,2,NA
"403","uvig_315082","uvig_315082_74","uvig_315082_74","S3.0144.01X194","pepsyn",1,2,NA
"404","uvig_315082","uvig_315082_76","uvig_315082_76","S3.0144.01X194","pepsyn",1,2,NA
"405","uvig_315082","uvig_315082_78","uvig_315082_78","S3.0144.01X194","pepsyn",1,2,NA
"406","uvig_315082","uvig_315082_79","uvig_315082_79","S3.0144.01X194","pepsyn",1,2,NA
"407","uvig_315082","uvig_315082_85","uvig_315082_85","S3.0144.01X194","pepsyn",1,2,NA
"408","uvig_315082","uvig_315082_88","uvig_315082_88","S3.0144.01X194","dolphyn",1,2,NA
"409","uvig_315082","uvig_315082_90","uvig_315082_90","S3.0144.01X194","pepsyn",1,2,NA
"410","uvig_315082","uvig_315082_27","uvig_315082_27","S3.0144.01X194","dolphyn",2,1,NA
"411","uvig_315082","uvig_315082_81","uvig_315082_81","S3.0144.01X194","dolphyn",2,1,NA
"412","uvig_315082","uvig_315082_11","uvig_315082_11","S3.0144.01X194","dolphyn",1,1,NA
"413","uvig_315082","uvig_315082_17","uvig_315082_17","S3.0144.01X194","dolphyn",1,1,NA
"414","uvig_315082","uvig_315082_22","uvig_315082_22","S3.0144.01X194","dolphyn",1,1,NA
"415","uvig_315082","uvig_315082_24","uvig_315082_24","S3.0144.01X194","dolphyn",1,1,NA
"416","uvig_315082","uvig_315082_26","uvig_356526_25","S3.0144.01X194","dolphyn",1,1,NA
"417","uvig_315082","uvig_315082_3","uvig_315082_72","S3.0144.01X194","dolphyn",1,1,NA
"418","uvig_315082","uvig_315082_32","uvig_315082_32","S3.0144.01X194","dolphyn",1,1,NA
"419","uvig_315082","uvig_315082_4","uvig_315082_4","S3.0144.01X194","dolphyn",1,1,NA
"420","uvig_315082","uvig_315082_43","uvig_315082_43","S3.0144.01X194","dolphyn",1,1,NA
"421","uvig_315082","uvig_315082_47","uvig_315082_47","S3.0144.01X194","dolphyn",1,1,NA
"422","uvig_315082","uvig_315082_49","uvig_315082_49","S3.0144.01X194","dolphyn",1,1,NA
"423","uvig_315082","uvig_315082_51","uvig_315082_51","S3.0144.01X194","dolphyn",1,1,NA
"424","uvig_315082","uvig_315082_52","uvig_315082_52","S3.0144.01X194","dolphyn",1,1,NA
"425","uvig_315082","uvig_315082_53","uvig_315082_53","S3.0144.01X194","dolphyn",1,1,NA
"426","uvig_315082","uvig_315082_56","uvig_315082_56","S3.0144.01X194","dolphyn",1,1,NA
"427","uvig_315082","uvig_315082_57","uvig_315082_57","S3.0144.01X194","dolphyn",1,1,NA
"428","uvig_315082","uvig_315082_60","uvig_315082_60","S3.0144.01X194","dolphyn",1,1,NA
"429","uvig_315082","uvig_315082_61","uvig_315082_61","S3.0144.01X194","dolphyn",1,1,NA
"430","uvig_315082","uvig_315082_62","uvig_315082_62","S3.0144.01X194","dolphyn",1,1,NA
"431","uvig_315082","uvig_315082_64","uvig_315082_64","S3.0144.01X194","dolphyn",1,1,NA
"432","uvig_315082","uvig_315082_67","uvig_395437_59","S3.0144.01X194","dolphyn",1,1,NA
"433","uvig_315082","uvig_315082_71","uvig_315082_71","S3.0144.01X194","dolphyn",1,1,NA
"434","uvig_315082","uvig_315082_73","uvig_356750_3","S3.0144.01X194","pepsyn",1,1,NA
"435","uvig_315082","uvig_315082_77","uvig_315082_77","S3.0144.01X194","dolphyn",1,1,NA
"436","uvig_315082","uvig_315082_79","uvig_315082_79","S3.0144.01X194","dolphyn",1,1,NA
"437","uvig_315082","uvig_315082_8","uvig_315082_8","S3.0144.01X194","dolphyn",1,1,NA
"438","uvig_315082","uvig_315082_80","uvig_356750_51","S3.0144.01X194","dolphyn",1,1,NA
"439","uvig_315082","uvig_315082_82","uvig_315082_82","S3.0144.01X194","dolphyn",1,1,NA
"440","uvig_315082","uvig_315082_83","uvig_315082_83","S3.0144.01X194","pepsyn",1,1,NA
"441","uvig_315082","uvig_315082_84","uvig_315082_84","S3.0144.01X194","dolphyn",1,1,NA
"442","uvig_315082","uvig_315082_85","uvig_315082_85","S3.0144.01X194","dolphyn",1,1,NA
"443","uvig_315082","uvig_315082_87","uvig_315082_87","S3.0144.01X194","dolphyn",1,1,NA
"444","uvig_315082","uvig_315082_9","uvig_315082_9","S3.0144.01X194","dolphyn",1,1,NA
"445","uvig_315082","uvig_315082_90","uvig_315082_90","S3.0144.01X194","dolphyn",1,1,NA
"446","uvig_355947","uvig_355947_15","uvig_355854_33","S3.0144.01X194","pepsyn",3,44,"2235"
"447","uvig_355947","uvig_355947_16","uvig_355854_32","S3.0144.01X194","pepsyn",3,32,"2235"
"448","uvig_355947","uvig_355947_32","uvig_355854_16","S3.0144.01X194","pepsyn",4,28,"2235"
"449","uvig_355947","uvig_355947_31","uvig_355854_17","S3.0144.01X194","pepsyn",4,24,"2235"
"450","uvig_355947","uvig_355947_23","uvig_355947_23","S3.0144.01X194","pepsyn",3,24,"2235"
"451","uvig_355947","uvig_355947_40","uvig_355854_8","S3.0144.01X194","pepsyn",3,20,"2235"
"452","uvig_355947","uvig_355947_6","uvig_355854_42","S3.0144.01X194","pepsyn",3,20,"2235"
"453","uvig_355947","uvig_355947_3","uvig_355854_45","S3.0144.01X194","pepsyn",3,18,"2235"
"454","uvig_355947","uvig_355947_37","uvig_355854_11","S3.0144.01X194","pepsyn",4,16,"2235"
"455","uvig_355947","uvig_355947_29","uvig_429694_15","S3.0144.01X194","pepsyn",4,14,"2235"
"456","uvig_355947","uvig_355947_10","uvig_355854_38","S3.0144.01X194","pepsyn",3,14,"2235"
"457","uvig_355947","uvig_355947_15","uvig_355854_33","S3.0144.01X194","dolphyn",3,12,"2235"
"458","uvig_355947","uvig_355947_22","uvig_355854_26","S3.0144.01X194","pepsyn",3,12,"2235"
"459","uvig_355947","uvig_355947_58","uvig_355854_54","S3.0144.01X194","pepsyn",3,12,"2235"
"460","uvig_355947","uvig_355947_9","uvig_355854_39","S3.0144.01X194","pepsyn",3,12,"2235"
"461","uvig_355947","uvig_355947_17","uvig_355854_31","S3.0144.01X194","pepsyn",3,10,"2235"
"462","uvig_355947","uvig_355947_2","uvig_355854_46","S3.0144.01X194","pepsyn",3,10,"2235"
"463","uvig_355947","uvig_355947_8","uvig_355854_40","S3.0144.01X194","pepsyn",3,10,"2235"
"464","uvig_355947","uvig_355947_16","uvig_355854_32","S3.0144.01X194","dolphyn",3,9,"2235"
"465","uvig_355947","uvig_355947_18","uvig_355854_30","S3.0144.01X194","pepsyn",3,9,"2235"
"466","uvig_355947","uvig_355947_32","uvig_355854_16","S3.0144.01X194","dolphyn",4,8,"2235"
"467","uvig_355947","uvig_355947_1","uvig_355854_47","S3.0144.01X194","pepsyn",3,8,"2235"
"468","uvig_355947","uvig_355947_14","uvig_355854_34","S3.0144.01X194","pepsyn",3,8,"2235"
"469","uvig_355947","uvig_355947_42","uvig_355854_6","S3.0144.01X194","pepsyn",3,8,"2235"
"470","uvig_355947","uvig_355947_47","uvig_355947_47","S3.0144.01X194","pepsyn",3,8,"2235"
"471","uvig_355947","uvig_355947_41","uvig_355854_7","S3.0144.01X194","pepsyn",3,7,"2235"
"472","uvig_355947","uvig_355947_25","ivig_4176_1","S3.0144.01X194","pepsyn",4,6,"2235"
"473","uvig_355947","uvig_355947_30","uvig_356500_24","S3.0144.01X194","pepsyn",4,6,"2235"
"474","uvig_355947","uvig_355947_31","uvig_355854_17","S3.0144.01X194","dolphyn",4,6,"2235"
"475","uvig_355947","uvig_355947_12","uvig_355854_36","S3.0144.01X194","pepsyn",3,6,"2235"
"476","uvig_355947","uvig_355947_19","uvig_358476_64","S3.0144.01X194","pepsyn",3,6,"2235"
"477","uvig_355947","uvig_355947_21","uvig_355854_27","S3.0144.01X194","pepsyn",3,6,"2235"
"478","uvig_355947","uvig_355947_24","uvig_357645_54","S3.0144.01X194","pepsyn",3,6,"2235"
"479","uvig_355947","uvig_355947_4","uvig_355854_44","S3.0144.01X194","pepsyn",3,6,"2235"
"480","uvig_355947","uvig_355947_45","uvig_355854_3","S3.0144.01X194","pepsyn",3,6,"2235"
"481","uvig_355947","uvig_355947_50","uvig_355854_62","S3.0144.01X194","pepsyn",3,6,"2235"
"482","uvig_355947","uvig_355947_64","uvig_355854_48","S3.0144.01X194","pepsyn",3,6,"2235"
"483","uvig_355947","uvig_355947_3","uvig_355854_45","S3.0144.01X194","dolphyn",3,5,"2235"
"484","uvig_355947","uvig_355947_10","uvig_355854_38","S3.0144.01X194","dolphyn",3,4,"2235"
"485","uvig_355947","uvig_355947_11","uvig_355854_37","S3.0144.01X194","pepsyn",3,4,"2235"
"486","uvig_355947","uvig_355947_20","uvig_358682_14","S3.0144.01X194","pepsyn",3,4,"2235"
"487","uvig_355947","uvig_355947_26","uvig_355854_22","S3.0144.01X194","pepsyn",3,4,"2235"
"488","uvig_355947","uvig_355947_27","uvig_356912_62","S3.0144.01X194","pepsyn",3,4,"2235"
"489","uvig_355947","uvig_355947_39","uvig_355854_9","S3.0144.01X194","pepsyn",3,4,"2235"
"490","uvig_355947","uvig_355947_43","uvig_355854_5","S3.0144.01X194","pepsyn",3,4,"2235"
"491","uvig_355947","uvig_355947_44","uvig_355854_4","S3.0144.01X194","pepsyn",3,4,"2235"
"492","uvig_355947","uvig_355947_52","uvig_355854_59","S3.0144.01X194","pepsyn",3,4,"2235"
"493","uvig_355947","uvig_355947_6","uvig_355854_42","S3.0144.01X194","dolphyn",3,4,"2235"
"494","uvig_355947","uvig_355947_60","uvig_355854_52","S3.0144.01X194","pepsyn",3,4,"2235"
"495","uvig_355947","uvig_355947_62","uvig_355854_50","S3.0144.01X194","pepsyn",3,4,"2235"
"496","uvig_355947","uvig_355947_63","uvig_355854_49","S3.0144.01X194","pepsyn",3,4,"2235"
"497","uvig_355947","uvig_355947_7","uvig_355854_41","S3.0144.01X194","pepsyn",3,4,"2235"
"498","uvig_355947","uvig_355947_29","uvig_429694_15","S3.0144.01X194","dolphyn",4,3,"2235"
"499","uvig_355947","uvig_355947_37","uvig_355854_11","S3.0144.01X194","dolphyn",4,3,"2235"
"500","uvig_355947","uvig_355947_14","uvig_355854_34","S3.0144.01X194","dolphyn",3,3,"2235"
"501","uvig_355947","uvig_355947_22","uvig_355854_26","S3.0144.01X194","dolphyn",3,3,"2235"
"502","uvig_355947","uvig_355947_23","uvig_355947_23","S3.0144.01X194","dolphyn",3,3,"2235"
"503","uvig_355947","uvig_355947_40","uvig_355854_8","S3.0144.01X194","dolphyn",3,3,"2235"
"504","uvig_355947","uvig_355947_9","uvig_355854_39","S3.0144.01X194","dolphyn",3,3,"2235"
"505","uvig_355947","uvig_355947_25","ivig_4176_1","S3.0144.01X194","dolphyn",4,2,"2235"
"506","uvig_355947","uvig_355947_30","uvig_356500_24","S3.0144.01X194","dolphyn",4,2,"2235"
"507","uvig_355947","uvig_355947_35","uvig_356500_41","S3.0144.01X194","pepsyn",4,2,"2235"
"508","uvig_355947","uvig_355947_12","uvig_355854_36","S3.0144.01X194","dolphyn",3,2,"2235"
"509","uvig_355947","uvig_355947_13","uvig_355854_35","S3.0144.01X194","pepsyn",3,2,"2235"
"510","uvig_355947","uvig_355947_17","uvig_355854_31","S3.0144.01X194","dolphyn",3,2,"2235"
"511","uvig_355947","uvig_355947_2","uvig_355854_46","S3.0144.01X194","dolphyn",3,2,"2235"
"512","uvig_355947","uvig_355947_33","uvig_355854_15","S3.0144.01X194","pepsyn",3,2,"2235"
"513","uvig_355947","uvig_355947_34","uvig_358476_13","S3.0144.01X194","pepsyn",3,2,"2235"
"514","uvig_355947","uvig_355947_36","uvig_358476_15","S3.0144.01X194","pepsyn",3,2,"2235"
"515","uvig_355947","uvig_355947_38","uvig_355854_10","S3.0144.01X194","pepsyn",3,2,"2235"
"516","uvig_355947","uvig_355947_41","uvig_355854_7","S3.0144.01X194","dolphyn",3,2,"2235"
"517","uvig_355947","uvig_355947_42","uvig_355854_6","S3.0144.01X194","dolphyn",3,2,"2235"
"518","uvig_355947","uvig_355947_44","uvig_355854_4","S3.0144.01X194","dolphyn",3,2,"2235"
"519","uvig_355947","uvig_355947_45","uvig_355854_3","S3.0144.01X194","dolphyn",3,2,"2235"
"520","uvig_355947","uvig_355947_46","uvig_355854_2","S3.0144.01X194","pepsyn",3,2,"2235"
"521","uvig_355947","uvig_355947_47","uvig_355947_47","S3.0144.01X194","dolphyn",3,2,"2235"
"522","uvig_355947","uvig_355947_48","uvig_355854_64","S3.0144.01X194","pepsyn",3,2,"2235"
"523","uvig_355947","uvig_355947_49","uvig_355854_63","S3.0144.01X194","pepsyn",3,2,"2235"
"524","uvig_355947","uvig_355947_5","uvig_355854_43","S3.0144.01X194","pepsyn",3,2,"2235"
"525","uvig_355947","uvig_355947_50","uvig_355854_62","S3.0144.01X194","dolphyn",3,2,"2235"
"526","uvig_355947","uvig_355947_54","uvig_355854_58","S3.0144.01X194","pepsyn",3,2,"2235"
"527","uvig_355947","uvig_355947_55","uvig_355854_57","S3.0144.01X194","pepsyn",3,2,"2235"
"528","uvig_355947","uvig_355947_56","uvig_355854_56","S3.0144.01X194","pepsyn",3,2,"2235"
"529","uvig_355947","uvig_355947_57","uvig_355854_55","S3.0144.01X194","pepsyn",3,2,"2235"
"530","uvig_355947","uvig_355947_58","uvig_355854_54","S3.0144.01X194","dolphyn",3,2,"2235"
"531","uvig_355947","uvig_355947_59","uvig_355854_53","S3.0144.01X194","pepsyn",3,2,"2235"
"532","uvig_355947","uvig_355947_61","uvig_355854_51","S3.0144.01X194","pepsyn",3,2,"2235"
"533","uvig_355947","uvig_355947_8","uvig_355854_40","S3.0144.01X194","dolphyn",3,2,"2235"
"534","uvig_355947","uvig_355947_1","uvig_355854_47","S3.0144.01X194","dolphyn",3,1,"2235"
"535","uvig_355947","uvig_355947_11","uvig_355854_37","S3.0144.01X194","dolphyn",3,1,"2235"
"536","uvig_355947","uvig_355947_18","uvig_355854_30","S3.0144.01X194","dolphyn",3,1,"2235"
"537","uvig_355947","uvig_355947_20","uvig_358682_14","S3.0144.01X194","dolphyn",3,1,"2235"
"538","uvig_355947","uvig_355947_24","uvig_357645_54","S3.0144.01X194","dolphyn",3,1,"2235"
"539","uvig_355947","uvig_355947_26","uvig_355854_22","S3.0144.01X194","dolphyn",3,1,"2235"
"540","uvig_355947","uvig_355947_27","uvig_356912_62","S3.0144.01X194","dolphyn",3,1,"2235"
