"","taxon_id","pro_id","pro_id_representative","sample","library","in_phages","n"
"296","uvig_315082","uvig_315082_46","uvig_315082_46","S3.0144.01X194","pepsyn",1,24
"297","uvig_315082","uvig_315082_86","uvig_315082_86","S3.0144.01X194","pepsyn",1,22
"298","uvig_315082","uvig_315082_1","uvig_315082_1","S3.0144.01X194","pepsyn",1,20
"299","uvig_315082","uvig_315082_40","uvig_315082_40","S3.0144.01X194","pepsyn",1,16
"300","uvig_315082","uvig_315082_7","uvig_315082_7","S3.0144.01X194","pepsyn",1,16
"301","uvig_315082","uvig_315082_91","uvig_315082_91","S3.0144.01X194","pepsyn",1,16
"302","uvig_315082","uvig_315082_13","uvig_315082_13","S3.0144.01X194","pepsyn",1,14
"303","uvig_315082","uvig_315082_21","uvig_315082_21","S3.0144.01X194","pepsyn",1,14
"304","uvig_315082","uvig_315082_28","uvig_315082_28","S3.0144.01X194","pepsyn",1,14
"305","uvig_315082","uvig_315082_36","uvig_315082_36","S3.0144.01X194","pepsyn",1,14
"306","uvig_315082","uvig_315082_18","uvig_315082_18","S3.0144.01X194","pepsyn",1,12
"307","uvig_315082","uvig_315082_33","uvig_315082_33","S3.0144.01X194","pepsyn",1,12
"308","uvig_315082","uvig_315082_48","uvig_315082_48","S3.0144.01X194","pepsyn",1,12
"309","uvig_315082","uvig_315082_6","uvig_315082_6","S3.0144.01X194","pepsyn",1,12
"310","uvig_315082","uvig_315082_89","uvig_315082_89","S3.0144.01X194","pepsyn",1,12
"311","uvig_315082","uvig_315082_59","uvig_315082_59","S3.0144.01X194","pepsyn",2,10
"312","uvig_315082","uvig_315082_20","uvig_315082_20","S3.0144.01X194","pepsyn",1,10
"313","uvig_315082","uvig_315082_39","uvig_315082_39","S3.0144.01X194","pepsyn",1,10
"314","uvig_315082","uvig_315082_45","uvig_315082_45","S3.0144.01X194","pepsyn",1,10
"315","uvig_315082","uvig_315082_70","uvig_315082_70","S3.0144.01X194","pepsyn",1,10
"316","uvig_315082","uvig_315082_12","uvig_315082_12","S3.0144.01X194","dolphyn",1,9
"317","uvig_315082","uvig_315082_31","uvig_315082_31","S3.0144.01X194","pepsyn",1,8
"318","uvig_315082","uvig_315082_47","uvig_315082_47","S3.0144.01X194","pepsyn",1,8
"319","uvig_315082","uvig_315082_5","uvig_315082_5","S3.0144.01X194","pepsyn",1,8
"320","uvig_315082","uvig_315082_58","uvig_315082_58","S3.0144.01X194","pepsyn",1,8
"321","uvig_315082","uvig_315082_8","uvig_315082_8","S3.0144.01X194","pepsyn",1,8
"322","uvig_315082","uvig_315082_88","uvig_315082_88","S3.0144.01X194","pepsyn",1,8
"323","uvig_315082","uvig_315082_19","uvig_315082_19","S3.0144.01X194","dolphyn",1,7
"324","uvig_315082","uvig_315082_46","uvig_315082_46","S3.0144.01X194","dolphyn",1,7
"325","uvig_315082","uvig_315082_67","uvig_395437_59","S3.0144.01X194","pepsyn",1,7
"326","uvig_315082","uvig_315082_1","uvig_315082_1","S3.0144.01X194","dolphyn",1,6
"327","uvig_315082","uvig_315082_14","uvig_315082_14","S3.0144.01X194","pepsyn",1,6
"328","uvig_315082","uvig_315082_16","uvig_315082_16","S3.0144.01X194","pepsyn",1,6
"329","uvig_315082","uvig_315082_2","uvig_315082_2","S3.0144.01X194","pepsyn",1,6
"330","uvig_315082","uvig_315082_24","uvig_315082_24","S3.0144.01X194","pepsyn",1,6
"331","uvig_315082","uvig_315082_50","uvig_315082_50","S3.0144.01X194","pepsyn",1,6
"332","uvig_315082","uvig_315082_52","uvig_315082_52","S3.0144.01X194","pepsyn",1,6
"333","uvig_315082","uvig_315082_55","uvig_315082_55","S3.0144.01X194","pepsyn",1,6
"334","uvig_315082","uvig_315082_61","uvig_315082_61","S3.0144.01X194","pepsyn",1,6
"335","uvig_315082","uvig_315082_80","uvig_356750_51","S3.0144.01X194","pepsyn",1,6
"336","uvig_315082","uvig_315082_82","uvig_315082_82","S3.0144.01X194","pepsyn",1,6
"337","uvig_315082","uvig_315082_86","uvig_315082_86","S3.0144.01X194","dolphyn",1,6
"338","uvig_315082","uvig_315082_9","uvig_315082_9","S3.0144.01X194","pepsyn",1,6
"339","uvig_315082","uvig_315082_15","uvig_315082_15","S3.0144.01X194","dolphyn",1,5
"340","uvig_315082","uvig_315082_62","uvig_315082_62","S3.0144.01X194","pepsyn",1,5
"341","uvig_315082","uvig_315082_27","uvig_315082_27","S3.0144.01X194","pepsyn",2,4
"342","uvig_315082","uvig_315082_10","uvig_315082_10","S3.0144.01X194","pepsyn",1,4
"343","uvig_315082","uvig_315082_11","uvig_315082_11","S3.0144.01X194","pepsyn",1,4
"344","uvig_315082","uvig_315082_22","uvig_315082_22","S3.0144.01X194","pepsyn",1,4
"345","uvig_315082","uvig_315082_23","uvig_315082_23","S3.0144.01X194","pepsyn",1,4
"346","uvig_315082","uvig_315082_26","uvig_356526_25","S3.0144.01X194","pepsyn",1,4
"347","uvig_315082","uvig_315082_4","uvig_315082_4","S3.0144.01X194","pepsyn",1,4
"348","uvig_315082","uvig_315082_40","uvig_315082_40","S3.0144.01X194","dolphyn",1,4
"349","uvig_315082","uvig_315082_49","uvig_315082_49","S3.0144.01X194","pepsyn",1,4
"350","uvig_315082","uvig_315082_51","uvig_315082_51","S3.0144.01X194","pepsyn",1,4
"351","uvig_315082","uvig_315082_53","uvig_315082_53","S3.0144.01X194","pepsyn",1,4
"352","uvig_315082","uvig_315082_56","uvig_315082_56","S3.0144.01X194","pepsyn",1,4
"353","uvig_315082","uvig_315082_60","uvig_315082_60","S3.0144.01X194","pepsyn",1,4
"354","uvig_315082","uvig_315082_63","uvig_315082_63","S3.0144.01X194","pepsyn",1,4
"355","uvig_315082","uvig_315082_64","uvig_315082_64","S3.0144.01X194","pepsyn",1,4
"356","uvig_315082","uvig_315082_66","uvig_315082_66","S3.0144.01X194","pepsyn",1,4
"357","uvig_315082","uvig_315082_7","uvig_315082_7","S3.0144.01X194","dolphyn",1,4
"358","uvig_315082","uvig_315082_75","uvig_315082_75","S3.0144.01X194","pepsyn",1,4
"359","uvig_315082","uvig_315082_77","uvig_315082_77","S3.0144.01X194","pepsyn",1,4
"360","uvig_315082","uvig_315082_84","uvig_315082_84","S3.0144.01X194","pepsyn",1,4
"361","uvig_315082","uvig_315082_87","uvig_315082_87","S3.0144.01X194","pepsyn",1,4
"362","uvig_315082","uvig_315082_91","uvig_315082_91","S3.0144.01X194","dolphyn",1,4
"363","uvig_315082","uvig_315082_18","uvig_315082_18","S3.0144.01X194","dolphyn",1,3
"364","uvig_315082","uvig_315082_20","uvig_315082_20","S3.0144.01X194","dolphyn",1,3
"365","uvig_315082","uvig_315082_21","uvig_315082_21","S3.0144.01X194","dolphyn",1,3
"366","uvig_315082","uvig_315082_36","uvig_315082_36","S3.0144.01X194","dolphyn",1,3
"367","uvig_315082","uvig_315082_45","uvig_315082_45","S3.0144.01X194","dolphyn",1,3
"368","uvig_315082","uvig_315082_71","uvig_315082_71","S3.0144.01X194","pepsyn",1,3
"369","uvig_315082","uvig_315082_89","uvig_315082_89","S3.0144.01X194","dolphyn",1,3
"370","uvig_315082","uvig_315082_59","uvig_315082_59","S3.0144.01X194","dolphyn",2,2
"371","uvig_315082","uvig_315082_81","uvig_315082_81","S3.0144.01X194","pepsyn",2,2
"372","uvig_315082","uvig_315082_13","uvig_315082_13","S3.0144.01X194","dolphyn",1,2
"373","uvig_315082","uvig_315082_14","uvig_315082_14","S3.0144.01X194","dolphyn",1,2
"374","uvig_315082","uvig_315082_16","uvig_315082_16","S3.0144.01X194","dolphyn",1,2
"375","uvig_315082","uvig_315082_17","uvig_315082_17","S3.0144.01X194","pepsyn",1,2
"376","uvig_315082","uvig_315082_25","uvig_315082_25","S3.0144.01X194","pepsyn",1,2
"377","uvig_315082","uvig_315082_28","uvig_315082_28","S3.0144.01X194","dolphyn",1,2
"378","uvig_315082","uvig_315082_29","uvig_315082_29","S3.0144.01X194","pepsyn",1,2
"379","uvig_315082","uvig_315082_3","uvig_315082_72","S3.0144.01X194","pepsyn",1,2
"380","uvig_315082","uvig_315082_30","uvig_315082_30","S3.0144.01X194","pepsyn",1,2
"381","uvig_315082","uvig_315082_31","uvig_315082_31","S3.0144.01X194","dolphyn",1,2
"382","uvig_315082","uvig_315082_32","uvig_315082_32","S3.0144.01X194","pepsyn",1,2
"383","uvig_315082","uvig_315082_33","uvig_315082_33","S3.0144.01X194","dolphyn",1,2
"384","uvig_315082","uvig_315082_35","uvig_315082_35","S3.0144.01X194","pepsyn",1,2
"385","uvig_315082","uvig_315082_39","uvig_315082_39","S3.0144.01X194","dolphyn",1,2
"386","uvig_315082","uvig_315082_41","uvig_315082_41","S3.0144.01X194","pepsyn",1,2
"387","uvig_315082","uvig_315082_42","uvig_315082_42","S3.0144.01X194","pepsyn",1,2
"388","uvig_315082","uvig_315082_43","uvig_315082_43","S3.0144.01X194","pepsyn",1,2
"389","uvig_315082","uvig_315082_44","uvig_315082_44","S3.0144.01X194","pepsyn",1,2
"390","uvig_315082","uvig_315082_48","uvig_315082_48","S3.0144.01X194","dolphyn",1,2
"391","uvig_315082","uvig_315082_5","uvig_315082_5","S3.0144.01X194","dolphyn",1,2
"392","uvig_315082","uvig_315082_50","uvig_315082_50","S3.0144.01X194","dolphyn",1,2
"393","uvig_315082","uvig_315082_54","uvig_315082_54","S3.0144.01X194","pepsyn",1,2
"394","uvig_315082","uvig_315082_55","uvig_315082_55","S3.0144.01X194","dolphyn",1,2
"395","uvig_315082","uvig_315082_57","uvig_315082_57","S3.0144.01X194","pepsyn",1,2
"396","uvig_315082","uvig_315082_58","uvig_315082_58","S3.0144.01X194","dolphyn",1,2
"397","uvig_315082","uvig_315082_6","uvig_315082_6","S3.0144.01X194","dolphyn",1,2
"398","uvig_315082","uvig_315082_63","uvig_315082_63","S3.0144.01X194","dolphyn",1,2
"399","uvig_315082","uvig_315082_65","uvig_315082_65","S3.0144.01X194","pepsyn",1,2
"400","uvig_315082","uvig_315082_68","uvig_315082_68","S3.0144.01X194","pepsyn",1,2
"401","uvig_315082","uvig_315082_69","uvig_315082_69","S3.0144.01X194","pepsyn",1,2
"402","uvig_315082","uvig_315082_70","uvig_315082_70","S3.0144.01X194","dolphyn",1,2
"403","uvig_315082","uvig_315082_74","uvig_315082_74","S3.0144.01X194","pepsyn",1,2
"404","uvig_315082","uvig_315082_76","uvig_315082_76","S3.0144.01X194","pepsyn",1,2
"405","uvig_315082","uvig_315082_78","uvig_315082_78","S3.0144.01X194","pepsyn",1,2
"406","uvig_315082","uvig_315082_79","uvig_315082_79","S3.0144.01X194","pepsyn",1,2
"407","uvig_315082","uvig_315082_85","uvig_315082_85","S3.0144.01X194","pepsyn",1,2
"408","uvig_315082","uvig_315082_88","uvig_315082_88","S3.0144.01X194","dolphyn",1,2
"409","uvig_315082","uvig_315082_90","uvig_315082_90","S3.0144.01X194","pepsyn",1,2
"410","uvig_315082","uvig_315082_27","uvig_315082_27","S3.0144.01X194","dolphyn",2,1
"411","uvig_315082","uvig_315082_81","uvig_315082_81","S3.0144.01X194","dolphyn",2,1
"412","uvig_315082","uvig_315082_11","uvig_315082_11","S3.0144.01X194","dolphyn",1,1
"413","uvig_315082","uvig_315082_17","uvig_315082_17","S3.0144.01X194","dolphyn",1,1
"414","uvig_315082","uvig_315082_22","uvig_315082_22","S3.0144.01X194","dolphyn",1,1
"415","uvig_315082","uvig_315082_24","uvig_315082_24","S3.0144.01X194","dolphyn",1,1
"416","uvig_315082","uvig_315082_26","uvig_356526_25","S3.0144.01X194","dolphyn",1,1
"417","uvig_315082","uvig_315082_3","uvig_315082_72","S3.0144.01X194","dolphyn",1,1
"418","uvig_315082","uvig_315082_32","uvig_315082_32","S3.0144.01X194","dolphyn",1,1
"419","uvig_315082","uvig_315082_4","uvig_315082_4","S3.0144.01X194","dolphyn",1,1
"420","uvig_315082","uvig_315082_43","uvig_315082_43","S3.0144.01X194","dolphyn",1,1
"421","uvig_315082","uvig_315082_47","uvig_315082_47","S3.0144.01X194","dolphyn",1,1
"422","uvig_315082","uvig_315082_49","uvig_315082_49","S3.0144.01X194","dolphyn",1,1
"423","uvig_315082","uvig_315082_51","uvig_315082_51","S3.0144.01X194","dolphyn",1,1
"424","uvig_315082","uvig_315082_52","uvig_315082_52","S3.0144.01X194","dolphyn",1,1
"425","uvig_315082","uvig_315082_53","uvig_315082_53","S3.0144.01X194","dolphyn",1,1
"426","uvig_315082","uvig_315082_56","uvig_315082_56","S3.0144.01X194","dolphyn",1,1
"427","uvig_315082","uvig_315082_57","uvig_315082_57","S3.0144.01X194","dolphyn",1,1
"428","uvig_315082","uvig_315082_60","uvig_315082_60","S3.0144.01X194","dolphyn",1,1
"429","uvig_315082","uvig_315082_61","uvig_315082_61","S3.0144.01X194","dolphyn",1,1
"430","uvig_315082","uvig_315082_62","uvig_315082_62","S3.0144.01X194","dolphyn",1,1
"431","uvig_315082","uvig_315082_64","uvig_315082_64","S3.0144.01X194","dolphyn",1,1
"432","uvig_315082","uvig_315082_67","uvig_395437_59","S3.0144.01X194","dolphyn",1,1
"433","uvig_315082","uvig_315082_71","uvig_315082_71","S3.0144.01X194","dolphyn",1,1
"434","uvig_315082","uvig_315082_73","uvig_356750_3","S3.0144.01X194","pepsyn",1,1
"435","uvig_315082","uvig_315082_77","uvig_315082_77","S3.0144.01X194","dolphyn",1,1
"436","uvig_315082","uvig_315082_79","uvig_315082_79","S3.0144.01X194","dolphyn",1,1
"437","uvig_315082","uvig_315082_8","uvig_315082_8","S3.0144.01X194","dolphyn",1,1
"438","uvig_315082","uvig_315082_80","uvig_356750_51","S3.0144.01X194","dolphyn",1,1
"439","uvig_315082","uvig_315082_82","uvig_315082_82","S3.0144.01X194","dolphyn",1,1
"440","uvig_315082","uvig_315082_83","uvig_315082_83","S3.0144.01X194","pepsyn",1,1
"441","uvig_315082","uvig_315082_84","uvig_315082_84","S3.0144.01X194","dolphyn",1,1
"442","uvig_315082","uvig_315082_85","uvig_315082_85","S3.0144.01X194","dolphyn",1,1
"443","uvig_315082","uvig_315082_87","uvig_315082_87","S3.0144.01X194","dolphyn",1,1
"444","uvig_315082","uvig_315082_9","uvig_315082_9","S3.0144.01X194","dolphyn",1,1
"445","uvig_315082","uvig_315082_90","uvig_315082_90","S3.0144.01X194","dolphyn",1,1
"446","uvig_355947","uvig_355947_15","uvig_355854_33","S3.0144.01X194","pepsyn",3,44
"447","uvig_355947","uvig_355947_16","uvig_355854_32","S3.0144.01X194","pepsyn",3,32
"448","uvig_355947","uvig_355947_32","uvig_355854_16","S3.0144.01X194","pepsyn",4,28
"449","uvig_355947","uvig_355947_31","uvig_355854_17","S3.0144.01X194","pepsyn",4,24
"450","uvig_355947","uvig_355947_23","uvig_355947_23","S3.0144.01X194","pepsyn",3,24
"451","uvig_355947","uvig_355947_40","uvig_355854_8","S3.0144.01X194","pepsyn",3,20
"452","uvig_355947","uvig_355947_6","uvig_355854_42","S3.0144.01X194","pepsyn",3,20
"453","uvig_355947","uvig_355947_3","uvig_355854_45","S3.0144.01X194","pepsyn",3,18
"454","uvig_355947","uvig_355947_37","uvig_355854_11","S3.0144.01X194","pepsyn",4,16
"455","uvig_355947","uvig_355947_29","uvig_429694_15","S3.0144.01X194","pepsyn",4,14
"456","uvig_355947","uvig_355947_10","uvig_355854_38","S3.0144.01X194","pepsyn",3,14
"457","uvig_355947","uvig_355947_15","uvig_355854_33","S3.0144.01X194","dolphyn",3,12
"458","uvig_355947","uvig_355947_22","uvig_355854_26","S3.0144.01X194","pepsyn",3,12
"459","uvig_355947","uvig_355947_58","uvig_355854_54","S3.0144.01X194","pepsyn",3,12
"460","uvig_355947","uvig_355947_9","uvig_355854_39","S3.0144.01X194","pepsyn",3,12
"461","uvig_355947","uvig_355947_17","uvig_355854_31","S3.0144.01X194","pepsyn",3,10
"462","uvig_355947","uvig_355947_2","uvig_355854_46","S3.0144.01X194","pepsyn",3,10
"463","uvig_355947","uvig_355947_8","uvig_355854_40","S3.0144.01X194","pepsyn",3,10
"464","uvig_355947","uvig_355947_16","uvig_355854_32","S3.0144.01X194","dolphyn",3,9
"465","uvig_355947","uvig_355947_18","uvig_355854_30","S3.0144.01X194","pepsyn",3,9
"466","uvig_355947","uvig_355947_32","uvig_355854_16","S3.0144.01X194","dolphyn",4,8
"467","uvig_355947","uvig_355947_1","uvig_355854_47","S3.0144.01X194","pepsyn",3,8
"468","uvig_355947","uvig_355947_14","uvig_355854_34","S3.0144.01X194","pepsyn",3,8
"469","uvig_355947","uvig_355947_42","uvig_355854_6","S3.0144.01X194","pepsyn",3,8
"470","uvig_355947","uvig_355947_47","uvig_355947_47","S3.0144.01X194","pepsyn",3,8
"471","uvig_355947","uvig_355947_41","uvig_355854_7","S3.0144.01X194","pepsyn",3,7
"472","uvig_355947","uvig_355947_25","ivig_4176_1","S3.0144.01X194","pepsyn",4,6
"473","uvig_355947","uvig_355947_30","uvig_356500_24","S3.0144.01X194","pepsyn",4,6
"474","uvig_355947","uvig_355947_31","uvig_355854_17","S3.0144.01X194","dolphyn",4,6
"475","uvig_355947","uvig_355947_12","uvig_355854_36","S3.0144.01X194","pepsyn",3,6
"476","uvig_355947","uvig_355947_19","uvig_358476_64","S3.0144.01X194","pepsyn",3,6
"477","uvig_355947","uvig_355947_21","uvig_355854_27","S3.0144.01X194","pepsyn",3,6
"478","uvig_355947","uvig_355947_24","uvig_357645_54","S3.0144.01X194","pepsyn",3,6
"479","uvig_355947","uvig_355947_4","uvig_355854_44","S3.0144.01X194","pepsyn",3,6
"480","uvig_355947","uvig_355947_45","uvig_355854_3","S3.0144.01X194","pepsyn",3,6
"481","uvig_355947","uvig_355947_50","uvig_355854_62","S3.0144.01X194","pepsyn",3,6
"482","uvig_355947","uvig_355947_64","uvig_355854_48","S3.0144.01X194","pepsyn",3,6
"483","uvig_355947","uvig_355947_3","uvig_355854_45","S3.0144.01X194","dolphyn",3,5
"484","uvig_355947","uvig_355947_10","uvig_355854_38","S3.0144.01X194","dolphyn",3,4
"485","uvig_355947","uvig_355947_11","uvig_355854_37","S3.0144.01X194","pepsyn",3,4
"486","uvig_355947","uvig_355947_20","uvig_358682_14","S3.0144.01X194","pepsyn",3,4
"487","uvig_355947","uvig_355947_26","uvig_355854_22","S3.0144.01X194","pepsyn",3,4
"488","uvig_355947","uvig_355947_27","uvig_356912_62","S3.0144.01X194","pepsyn",3,4
"489","uvig_355947","uvig_355947_39","uvig_355854_9","S3.0144.01X194","pepsyn",3,4
"490","uvig_355947","uvig_355947_43","uvig_355854_5","S3.0144.01X194","pepsyn",3,4
"491","uvig_355947","uvig_355947_44","uvig_355854_4","S3.0144.01X194","pepsyn",3,4
"492","uvig_355947","uvig_355947_52","uvig_355854_59","S3.0144.01X194","pepsyn",3,4
"493","uvig_355947","uvig_355947_6","uvig_355854_42","S3.0144.01X194","dolphyn",3,4
"494","uvig_355947","uvig_355947_60","uvig_355854_52","S3.0144.01X194","pepsyn",3,4
"495","uvig_355947","uvig_355947_62","uvig_355854_50","S3.0144.01X194","pepsyn",3,4
"496","uvig_355947","uvig_355947_63","uvig_355854_49","S3.0144.01X194","pepsyn",3,4
"497","uvig_355947","uvig_355947_7","uvig_355854_41","S3.0144.01X194","pepsyn",3,4
"498","uvig_355947","uvig_355947_29","uvig_429694_15","S3.0144.01X194","dolphyn",4,3
"499","uvig_355947","uvig_355947_37","uvig_355854_11","S3.0144.01X194","dolphyn",4,3
"500","uvig_355947","uvig_355947_14","uvig_355854_34","S3.0144.01X194","dolphyn",3,3
"501","uvig_355947","uvig_355947_22","uvig_355854_26","S3.0144.01X194","dolphyn",3,3
"502","uvig_355947","uvig_355947_23","uvig_355947_23","S3.0144.01X194","dolphyn",3,3
"503","uvig_355947","uvig_355947_40","uvig_355854_8","S3.0144.01X194","dolphyn",3,3
"504","uvig_355947","uvig_355947_9","uvig_355854_39","S3.0144.01X194","dolphyn",3,3
"505","uvig_355947","uvig_355947_25","ivig_4176_1","S3.0144.01X194","dolphyn",4,2
"506","uvig_355947","uvig_355947_30","uvig_356500_24","S3.0144.01X194","dolphyn",4,2
"507","uvig_355947","uvig_355947_35","uvig_356500_41","S3.0144.01X194","pepsyn",4,2
"508","uvig_355947","uvig_355947_12","uvig_355854_36","S3.0144.01X194","dolphyn",3,2
"509","uvig_355947","uvig_355947_13","uvig_355854_35","S3.0144.01X194","pepsyn",3,2
"510","uvig_355947","uvig_355947_17","uvig_355854_31","S3.0144.01X194","dolphyn",3,2
"511","uvig_355947","uvig_355947_2","uvig_355854_46","S3.0144.01X194","dolphyn",3,2
"512","uvig_355947","uvig_355947_33","uvig_355854_15","S3.0144.01X194","pepsyn",3,2
"513","uvig_355947","uvig_355947_34","uvig_358476_13","S3.0144.01X194","pepsyn",3,2
"514","uvig_355947","uvig_355947_36","uvig_358476_15","S3.0144.01X194","pepsyn",3,2
"515","uvig_355947","uvig_355947_38","uvig_355854_10","S3.0144.01X194","pepsyn",3,2
"516","uvig_355947","uvig_355947_41","uvig_355854_7","S3.0144.01X194","dolphyn",3,2
"517","uvig_355947","uvig_355947_42","uvig_355854_6","S3.0144.01X194","dolphyn",3,2
"518","uvig_355947","uvig_355947_44","uvig_355854_4","S3.0144.01X194","dolphyn",3,2
"519","uvig_355947","uvig_355947_45","uvig_355854_3","S3.0144.01X194","dolphyn",3,2
"520","uvig_355947","uvig_355947_46","uvig_355854_2","S3.0144.01X194","pepsyn",3,2
"521","uvig_355947","uvig_355947_47","uvig_355947_47","S3.0144.01X194","dolphyn",3,2
"522","uvig_355947","uvig_355947_48","uvig_355854_64","S3.0144.01X194","pepsyn",3,2
"523","uvig_355947","uvig_355947_49","uvig_355854_63","S3.0144.01X194","pepsyn",3,2
"524","uvig_355947","uvig_355947_5","uvig_355854_43","S3.0144.01X194","pepsyn",3,2
"525","uvig_355947","uvig_355947_50","uvig_355854_62","S3.0144.01X194","dolphyn",3,2
"526","uvig_355947","uvig_355947_54","uvig_355854_58","S3.0144.01X194","pepsyn",3,2
"527","uvig_355947","uvig_355947_55","uvig_355854_57","S3.0144.01X194","pepsyn",3,2
"528","uvig_355947","uvig_355947_56","uvig_355854_56","S3.0144.01X194","pepsyn",3,2
"529","uvig_355947","uvig_355947_57","uvig_355854_55","S3.0144.01X194","pepsyn",3,2
"530","uvig_355947","uvig_355947_58","uvig_355854_54","S3.0144.01X194","dolphyn",3,2
"531","uvig_355947","uvig_355947_59","uvig_355854_53","S3.0144.01X194","pepsyn",3,2
"532","uvig_355947","uvig_355947_61","uvig_355854_51","S3.0144.01X194","pepsyn",3,2
"533","uvig_355947","uvig_355947_8","uvig_355854_40","S3.0144.01X194","dolphyn",3,2
"534","uvig_355947","uvig_355947_1","uvig_355854_47","S3.0144.01X194","dolphyn",3,1
"535","uvig_355947","uvig_355947_11","uvig_355854_37","S3.0144.01X194","dolphyn",3,1
"536","uvig_355947","uvig_355947_18","uvig_355854_30","S3.0144.01X194","dolphyn",3,1
"537","uvig_355947","uvig_355947_20","uvig_358682_14","S3.0144.01X194","dolphyn",3,1
"538","uvig_355947","uvig_355947_24","uvig_357645_54","S3.0144.01X194","dolphyn",3,1
"539","uvig_355947","uvig_355947_26","uvig_355854_22","S3.0144.01X194","dolphyn",3,1
"540","uvig_355947","uvig_355947_27","uvig_356912_62","S3.0144.01X194","dolphyn",3,1
"541","uvig_355947","uvig_355947_28","uvig_355854_20","S3.0144.01X194","pepsyn",3,1
"542","uvig_355947","uvig_355947_34","uvig_358476_13","S3.0144.01X194","dolphyn",3,1
"543","uvig_355947","uvig_355947_38","uvig_355854_10","S3.0144.01X194","dolphyn",3,1
"544","uvig_355947","uvig_355947_39","uvig_355854_9","S3.0144.01X194","dolphyn",3,1
"545","uvig_355947","uvig_355947_4","uvig_355854_44","S3.0144.01X194","dolphyn",3,1
"546","uvig_355947","uvig_355947_43","uvig_355854_5","S3.0144.01X194","dolphyn",3,1
"547","uvig_355947","uvig_355947_49","uvig_355854_63","S3.0144.01X194","dolphyn",3,1
"548","uvig_355947","uvig_355947_5","uvig_355854_43","S3.0144.01X194","dolphyn",3,1
"549","uvig_355947","uvig_355947_51","uvig_355854_61","S3.0144.01X194","pepsyn",3,1
"550","uvig_355947","uvig_355947_52","uvig_355854_59","S3.0144.01X194","dolphyn",3,1
"551","uvig_355947","uvig_355947_56","uvig_355854_56","S3.0144.01X194","dolphyn",3,1
"552","uvig_355947","uvig_355947_59","uvig_355854_53","S3.0144.01X194","dolphyn",3,1
"553","uvig_355947","uvig_355947_60","uvig_355854_52","S3.0144.01X194","dolphyn",3,1
"554","uvig_355947","uvig_355947_63","uvig_355854_49","S3.0144.01X194","dolphyn",3,1
"555","uvig_355947","uvig_355947_64","uvig_355854_48","S3.0144.01X194","dolphyn",3,1
"556","uvig_355947","uvig_355947_7","uvig_355854_41","S3.0144.01X194","dolphyn",3,1
"557","uvig_355947","uvig_355947_65","uvig_355947_65","S3.0144.01X194","pepsyn",2,1
"558","uvig_358476","uvig_358476_60","uvig_355854_33","S3.0144.01X194","pepsyn",3,44
"559","uvig_358476","uvig_358476_61","uvig_355854_32","S3.0144.01X194","pepsyn",3,32
"560","uvig_358476","uvig_358476_11","uvig_355854_16","S3.0144.01X194","pepsyn",4,28
"561","uvig_358476","uvig_358476_10","uvig_355854_17","S3.0144.01X194","pepsyn",4,24
"562","uvig_358476","uvig_358476_2","uvig_355947_23","S3.0144.01X194","pepsyn",3,24
"563","uvig_358476","uvig_358476_20","uvig_355854_8","S3.0144.01X194","pepsyn",3,20
"564","uvig_358476","uvig_358476_51","uvig_355854_42","S3.0144.01X194","pepsyn",3,20
"565","uvig_358476","uvig_358476_48","uvig_355854_45","S3.0144.01X194","pepsyn",3,18
"566","uvig_358476","uvig_358476_16","uvig_355854_11","S3.0144.01X194","pepsyn",4,16
"567","uvig_358476","uvig_358476_8","uvig_429694_15","S3.0144.01X194","pepsyn",4,14
"568","uvig_358476","uvig_358476_55","uvig_355854_38","S3.0144.01X194","pepsyn",3,14
"569","uvig_358476","uvig_358476_1","uvig_355854_26","S3.0144.01X194","pepsyn",3,12
"570","uvig_358476","uvig_358476_38","uvig_355854_54","S3.0144.01X194","pepsyn",3,12
"571","uvig_358476","uvig_358476_54","uvig_355854_39","S3.0144.01X194","pepsyn",3,12
"572","uvig_358476","uvig_358476_60","uvig_355854_33","S3.0144.01X194","dolphyn",3,12
"573","uvig_358476","uvig_358476_47","uvig_355854_46","S3.0144.01X194","pepsyn",3,10
"574","uvig_358476","uvig_358476_53","uvig_355854_40","S3.0144.01X194","pepsyn",3,10
"575","uvig_358476","uvig_358476_62","uvig_355854_31","S3.0144.01X194","pepsyn",3,10
"576","uvig_358476","uvig_358476_61","uvig_355854_32","S3.0144.01X194","dolphyn",3,9
"577","uvig_358476","uvig_358476_63","uvig_355854_30","S3.0144.01X194","pepsyn",3,9
"578","uvig_358476","uvig_358476_11","uvig_355854_16","S3.0144.01X194","dolphyn",4,8
"579","uvig_358476","uvig_358476_22","uvig_355854_6","S3.0144.01X194","pepsyn",3,8
"580","uvig_358476","uvig_358476_27","uvig_355947_47","S3.0144.01X194","pepsyn",3,8
"581","uvig_358476","uvig_358476_46","uvig_355854_47","S3.0144.01X194","pepsyn",3,8
"582","uvig_358476","uvig_358476_59","uvig_355854_34","S3.0144.01X194","pepsyn",3,8
"583","uvig_358476","uvig_358476_21","uvig_355854_7","S3.0144.01X194","pepsyn",3,7
"584","uvig_358476","uvig_358476_10","uvig_355854_17","S3.0144.01X194","dolphyn",4,6
"585","uvig_358476","uvig_358476_4","ivig_4176_1","S3.0144.01X194","pepsyn",4,6
